wanna,5.342857143,35,202,
apartment,5.076923077,39,203,
cyan,5.818181818,33,204,
"Congo, Democratic Republic of the",3.666666667,39,205,
Tunisia,5.025641026,39,206,
furniture,5.256410256,39,207,
news,4.720930233,43,209,
share,6.627906977,43,210,
tours,6.930232558,43,211,
San Francisco,7,43,212,
couple,7.162790698,43,213,
#Morocco,6.511627907,43,214,
healthy,7.76744186,43,215,
buy,6.139534884,43,216,
worst,1.76744186,43,217,
archive,5.166666667,42,218,
:D,8.025641026,39,219,
#visit,6.804878049,41,220,
sand,7.302325581,43,221,
#Maunakea,5.785714286,14,222,
scoured,3.642857143,42,223,
kings,5.452380952,42,224,
Aruba,7.634146341,41,225,
Burkina Faso,4.875,16,226,
Syria,2.209302326,43,227,
Massachusetts,5.720930233,43,228,
time,5.095238095,42,230,
Asia,6.243902439,41,231,
France,6.952380952,42,232,
ancient,6.214285714,42,233,
site,5.975609756,41,234,
airlines,5.19047619,42,235,
Budapest,5.761904762,42,236,
gardens,7.166666667,42,237,
bit,4.5,38,238,
hear,5.404761905,42,239,
affordable,7.833333333,42,240,
keeping,5.19047619,42,241,
#Bahamas,7.048780488,41,242,
window,6.095238095,42,243,
hosts,5.642857143,42,244,
#peace,7.609756098,41,245,
medieval,6.023809524,42,246,
#golf,4.547619048,42,247,
PIN,4.435897436,39,248,
Nebraska,4.414634146,41,249,
packing,5.275,40,251,
#Christmas,7.125,40,252,
I've,5.461538462,39,253,
mountain,7.425,40,254,
northern,6.525,40,255,
#travelphoto,7.256410256,39,256,
pick,5.307692308,39,257,
#airbnb,6.026315789,38,258,
warm,7.725,40,259,
#Switzerland,7.075,40,260,
shop,6.675,40,261,
waterfalls,8.15,40,262,
cheaper,7.05,40,263,
springs,7.384615385,39,264,
episode,4.205128205,39,265,
weird,4.325,40,266,
pay,3.875,40,267,
sign,5.256410256,39,268,
started,5.789473684,38,269,
feet,4.55,40,270,
India,5.609756098,41,272,
#cruise,6.425,40,273,
#tips,5.5,40,274,
fields,6.707317073,41,275,
markets,6.87804878,41,276,
boutique,6.780487805,41,277,
insurance,4.414634146,41,278,
mobile,6.463414634,41,279,
#Bolivia,4.846153846,39,280,
foreigners,5.707317073,41,281,
#Santorini,6.391304348,23,282,
#coffee,7.15,40,283,
#Jordan,4.41025641,39,284,
key,5.463414634,41,285,
stone,5.307692308,39,286,
iconic,6.829268293,41,287,
#Romania,5.375,40,288,
soul,6.707317073,41,289,
mist,6.43902439,41,290,
Bahrain,3.75,36,291,
beaches,8.170731707,41,293,
#Hawaii,8.048780488,41,294,
evening,7.195121951,41,295,
sunny,8.195121951,41,296,
lovers,7.804878049,41,297,
Finland,7,41,298,
million,6.365853659,41,299,
#twwt,4,3,300,
apple,5.585365854,41,301,
isle,7.365853659,41,302,
responsible,5.951219512,41,303,
discovery,7.317073171,41,304,
bath,6.902439024,41,305,
Dominican Republic,5.731707317,41,306,
Swaziland ,5.0625,32,307,
attack,1.487804878,41,308,
first,6.225,40,309,
first class,8.146341463,41,310,
Wyoming,5.317073171,41,311,
down,2.902439024,41,312,
business,4.76744186,43,314,
#Malaysia,5.595238095,42,315,
hiking,7.511627907,43,316,
app,5.558139535,43,317,
Germany,6.976190476,42,318,
#tmom,6.0625,16,319,
cuisine,8.023255814,43,320,
enjoying,8.428571429,42,321,
towns,6.88372093,43,322,
#people,6.12195122,41,323,
readers,6.139534884,43,324,
#Beijing,5.76744186,43,325,
#Denmark,7.418604651,43,326,
:/,3.212121212,33,327,
health,6.837209302,43,328,
#Mauritius,5.647058824,17,329,
#travelquotes,6.210526316,38,330,
wireless,6.860465116,43,331,
Sao Tome and Principe,5.647058824,17,332,
right,5.790697674,43,333,
life,7.170731707,41,335,
#hotel,6.5,40,336,
awesome,7.975609756,41,337,
#review,5.125,40,338,
join,5.902439024,41,339,
market,6.097560976,41,340,
full,5.756097561,41,341,
barn,5.097560976,41,342,
dining,7.365853659,41,343,
isn't,3.365853659,41,344,
miles,5.243902439,41,345,
catch,4.975609756,41,346,
Edinburgh,6.55,40,347,
yeah,6.536585366,41,348,
#Israel,4.707317073,41,349,
indigo,5.894736842,38,350,
gray,3.707317073,41,351,
Oman,3.727272727,33,352,
Somalia,2.390243902,41,353,
beginning,6.707317073,41,354,
#trip,7.45,40,356,
house,6.43902439,41,357,
travels,7.292682927,41,358,
#Budapest,6.153846154,39,359,
cultural,7.024390244,41,360,
ski,6,41,361,
#camping,6.425,40,362,
#city,6.3,40,363,
skiing,6.219512195,41,364,
#restaurant,7.475,40,365,
#apps,4.9,40,366,
Canadian,6.243902439,41,367,
guy,4.853658537,41,368,
#photographers,6.225,40,369,
rent,4.170731707,41,370,
Saint Lucia,6.842105263,38,371,
domestic,5.292682927,41,372,
terrorism,1.195121951,41,373,
illegal substance,2.365853659,41,374,
Ohio,4.365853659,41,375,
#Croatia,5.41025641,39,377,
enter,5.512195122,41,378,
interview,4,41,379,
front,4.926829268,41,380,
thing,5.024390244,41,381,
desert,4.926829268,41,382,
won't,2.731707317,41,383,
#nomad,5.783783784,37,384,
question,5,41,385,
talking,6,41,386,
historical,7.097560976,41,387,
downtown,6.292682927,41,388,
Milan,7.026315789,38,389,
Bhutan,5.235294118,34,390,
Equatorial Guinea,5.060606061,33,391,
Nigeria,4.1,40,392,
Samoa ,5.769230769,39,393,
unpack,4.975609756,41,394,
hourly,4.512195122,41,395,
24/7,6.146341463,41,396,
traveling,7.238095238,42,398,
lake,7.452380952,42,399,
#Hong Kong,6.142857143,42,400,
#Mexico,6.30952381,42,401,
#Cambodia,4.357142857,42,402,
ocean,7.666666667,42,403,
#catamaran,5.916666667,36,404,
map,5.904761905,42,405,
stuff,4.714285714,42,406,
#Bulgaria,4.731707317,41,407,
#Wales,6.571428571,42,408,
#Rajasthan,4.0625,16,409,
birthday,6.928571429,42,410,
rainy,4.047619048,42,411,
#climbing,5.142857143,42,412,
Kuwait,3.119047619,42,413,
Saturday,7.452380952,42,414,
New Year's Eve,6.5,42,415,
delay,1.928571429,42,416,
Mississippi,4.30952381,42,417,
blog,5.526315789,38,419,
#Japan,6.394736842,38,420,
live,7.421052632,38,421,
cities,6.710526316,38,422,
secret,5.368421053,38,423,
makes,5.578947368,38,424,
#Florida,6.289473684,38,425,
forget,3,38,426,
important,6.789473684,38,427,
garden,6.763157895,38,428,
idea,6.710526316,38,429,
royal,6.263157895,38,430,
#SouthAustralia,6.447368421,38,431,
writing,5.894736842,38,432,
@Lomography,5.5,8,433,
backpacker,6.342105263,38,434,
fair,6.368421053,38,435,
#journey,7.026315789,38,436,
taxi,5.078947368,38,437,
Thursday,5.789473684,38,438,
flight,6.024390244,41,440,
photography,7.585365854,41,441,
Singapore,6.390243902,41,442,
#Amsterdam,7.6,40,443,
Caribbean,8.073170732,41,444,
deal,7.463414634,41,445,
wait,2.731707317,41,446,
magazine,5.902439024,41,447,
jungle,6.390243902,41,448,
cruising,6.926829268,41,449,
#animals,7.4,40,450,
seasons,6.829268293,41,451,
opera,4.804878049,41,452,
#UAE,4.625,24,453,
#castle,7.256410256,39,454,
updates,6,40,455,
Lesotho,5.5,12,456,
September,5.780487805,41,457,
economy class,4.048780488,41,458,
exit,4.024390244,41,459,
places,6.65,40,461,
journey,7.35,40,462,
heading,5.45,40,463,
Turkey,4.8,40,464,
#digitalnomad,4.666666667,24,465,
santa,6.55,40,466,
impressions,6.425,40,467,
whale,6.871794872,39,468,
Myanmar,4,29,469,
Korea,4.15,40,470,
#photoblog,5.702702703,37,471,
#travelnews,5.538461538,39,472,
experts,5.575,40,473,
#snow,5.55,40,474,
swim,7.325,40,475,
lighthouse,6.975,40,476,
Andorra,5.666666667,18,477,
Trinidad and Tobago,5.361111111,36,478,
immigration,4.564102564,39,479,
Vermont,6.153846154,39,480,
#luxury,7.55,40,482,
view,7.682926829,41,483,
Greece,7.365853659,41,484,
spots,5.6,40,485,
Mexico,6.219512195,41,486,
passport,6.170731707,41,487,
#Argentina,6.55,40,488,
accommodation,6.682926829,41,489,
#vegan,4.325,40,490,
memories,8.024390244,41,491,
point,5.552631579,38,492,
#islands,8.05,40,493,
Kuala Lumpur,6.03030303,33,494,
#inspire,7.842105263,38,495,
#destinations,7.4,40,496,
delayed,1.658536585,41,497,
#Macedonia,6.162162162,37,498,
Krabi,3.9,10,499,
Georgia (US state),6.12195122,41,500,
#Florence,7.55,40,501,
:),8.19047619,42,503,
bucket,4.619047619,42,504,
incredible,8.047619048,42,505,
nice,7.595238095,42,506,
boat,6.880952381,42,507,
falls,6.047619048,42,508,
#Myanmar,4.8,35,509,
wat,4.571428571,21,510,
letter,5.536585366,41,511,
hills,6.857142857,42,512,
eastern,6.285714286,42,513,
glorious,8.214285714,42,514,
Miami,6.404761905,42,515,
sleep,6.833333333,42,516,
#Finland,6.902439024,41,517,
who's,4.8,40,518,
Dublin,7.071428571,42,519,
missing person,1.146341463,41,520,
camp,6.214285714,42,521,
air condition,7.142857143,42,522,
visiting,6.925,40,524,
cruise,7.25,40,525,
today,6.65,40,526,
#Sydney,7.153846154,39,527,
you're,5.282051282,39,528,
water,7.225,40,529,
leave,3.85,40,530,
loved,7.575,40,531,
#flight,5.538461538,39,532,
#archives,5.314285714,35,533,
events,6.75,40,534,
woman,6.230769231,39,535,
game,6.717948718,39,536,
Brazil,6.102564103,39,537,
remember,6.525,40,538,
#Dublin,7.076923077,39,539,
info,6,39,540,
amusement park,7.475,40,541,
Michigan,4.666666667,39,542,
Montana,5.948717949,39,543,
Africa,5.372093023,43,545,
mountains,7.418604651,43,546,
#culture,7.186046512,43,547,
guest,6.627906977,43,548,
early,5.348837209,43,549,
reading,6.348837209,43,550,
historic,7.11627907,43,551,
#accommodation,6.813953488,43,552,
storm,3.76744186,43,553,
Europe's,7.930232558,43,554,
cycling,4.76744186,43,555,
#Milan,6.951219512,41,556,
turtles,6.790697674,43,557,
information,6.302325581,43,558,
shoes,5.930232558,43,559,
pillow,6.860465116,43,560,
United States of America,6.697674419,43,561,
October,6.023255814,43,562,
debit card,4.604651163,43,563,
New Jersey,4.093023256,43,564,
#vacation,7.581395349,43,566,
summer,7,43,567,
#roadtrip,7.11627907,43,568,
Australian,7.186046512,43,569,
moments,6.790697674,43,570,
steps,4.952380952,42,571,
#spa,6.88372093,43,572,
Abu Dhabi,4.923076923,39,573,
takes,4.631578947,38,574,
peninsula,6.404761905,42,575,
#Russia,4.19047619,42,576,
reserve,5.214285714,42,577,
space,5.860465116,43,578,
glacier,5.813953488,43,579,
play,7.534883721,43,580,
#photooftheday,6.162790698,43,581,
oldest,5,43,582,
theme,5.488372093,43,583,
Uganda,3.906976744,43,584,
coach,4.558139535,43,585,
#blog,4.804878049,41,587,
Sydney,7.261904762,42,588,
#budget,3.523809524,42,589,
pictures,7.238095238,42,590,
canyon,6.928571429,42,591,
golden,6.547619048,42,592,
today's,5.725,40,593,
#VilaDeRei,5.705882353,17,594,
club,5.476190476,42,595,
blogging,4.976190476,42,596,
school,3.380952381,42,597,
prices,3.166666667,42,598,
#Oregon,6.5,42,599,
San Juan,6.170731707,41,600,
architecture,6.880952381,42,601,
#Museum,6.904761905,42,602,
Saint Vincent and the Grenadines,6.935483871,31,603,
credit card,3.80952381,42,604,
departures,5.357142857,42,605,
American Samoa,6.166666667,36,606,
#holiday,7.951219512,41,608,
explore,7.926829268,41,609,
America,7.097560976,41,610,
style,6.463414634,41,611,
backpacking,6.512195122,41,612,
#Cairo,5.525,40,613,
left,4.076923077,39,614,
#Miami,6.325,40,615,
expensive,2.829268293,41,616,
items,5.219512195,41,617,
Helsinki,5.64516129,31,618,
changed,4.804878049,41,619,
airports,4.225,40,620,
#mountain,7.073170732,41,621,
affording,6.926829268,41,622,
Bolivia,4.815789474,38,623,
experiencing,7.365853659,41,624,
unlimited,7.414634146,41,625,
aren't,2.975,40,626,
Dominica,5.605263158,38,627,
plan,6.119047619,42,629,
walk,6.5,42,630,
Barcelona,7.047619048,42,631,
lunch,6.928571429,42,632,
friend,7.380952381,42,633,
#Venice,7.095238095,42,634,
beaten,2.285714286,42,635,
Monday,4.523809524,42,636,
Colombia,4.69047619,42,637,
Americans,5.904761905,42,638,
exotic,7.19047619,42,639,
#slowtravel,3.682926829,41,640,
gorge,4.763157895,38,641,
#EU,5.657894737,38,642,
Argentina,6.142857143,42,643,
pearl,6.333333333,42,644,
treat,7.285714286,42,645,
heating,4.904761905,42,646,
purple,5.619047619,42,647,
Barbados,7,40,648,
guide,6.046511628,43,650,
post,5.558139535,43,651,
reasons,5.534883721,43,652,
archives,5.837209302,43,653,
made,5.571428571,42,654,
save,6.279069767,43,655,
Vegas,6.744186047,43,656,
#Maldives,6.575757576,33,657,
Chiang Mai,5.727272727,22,658,
luggage,5.023255814,43,659,
nomad,5.707317073,41,660,
fear,2.302325581,43,661,
dinner,7.395348837,43,662,
#Vienna,7.024390244,41,663,
lifetime,6.441860465,43,664,
Rajasthan,5.1,20,665,
teach,6.19047619,42,666,
Iraq,2.88372093,43,667,
Serbia,4.2,40,668,
suitcase,5.348837209,43,669,
finding,6.243902439,41,671,
#family,7.69047619,42,672,
cape,5.975,40,673,
#holidays,7.5,42,674,
I'll,5.365853659,41,675,
southern,5.785714286,42,676,
postcard,6.619047619,42,677,
Athens,6.5,42,678,
feature,6.095238095,42,679,
cafe,7.047619048,42,680,
loving,7.785714286,42,681,
death,1.30952381,42,682,
#traveldeals,7.19047619,42,683,
building,5.609756098,41,684,
zoo,6.619047619,42,685,
#cruising,7.219512195,41,686,
railway,6.071428571,42,687,
"Gambia, The",4.928571429,28,688,
Tuvalu,5.55,20,689,
day off,8.380952381,42,690,
winter,4.697674419,43,692,
daily,5.860465116,43,693,
money,5.372093023,43,694,
happy,8.511627907,43,695,
tourist,5.976190476,42,696,
air,6.418604651,43,697,
music,7.651162791,43,698,
put,4.523809524,42,699,
#selfie,5.285714286,42,700,
inspire,7.837209302,43,701,
Italian,6.930232558,43,702,
tropical,7.813953488,43,703,
San Diego,6.511627907,43,704,
waves,7.720930233,43,705,
visitors,6.186046512,43,706,
fascinating,8.046511628,43,707,
#kids,4.348837209,43,708,
date,7.069767442,43,709,
kilometers,5.707317073,41,710,
#beach,7.69047619,42,712,
cheap,6.214285714,42,713,
Iceland,6.761904762,42,714,
plans,6.714285714,42,715,
safe,8.023809524,42,716,
#digitalnomads,5.142857143,28,717,
#Kerala,4.6,15,718,
media,4.595238095,42,719,
#SriLanka,5.476190476,42,720,
black,4.69047619,42,721,
breaking,3.380952381,42,722,
#best,7.731707317,41,723,
pros,6.609756098,41,724,
Aurora,6.414634146,41,725,
Colorado,7.095238095,42,726,
Cappadocia,5.642857143,14,727,
#Albania,4.761904762,42,728,
Georgia (country),4.725,40,729,
San Marino,6.216216216,37,730,
arrival,7.857142857,42,731,
visit,7.558139535,43,733,
islands,7.720930233,43,734,
tourism,6.571428571,42,735,
nature,7.785714286,42,736,
#wine,6.395348837,43,737,
social,6.720930233,43,738,
complete,6.761904762,42,739,
#safari,6.619047619,42,740,
met,5.860465116,43,741,
coolest,6.976744186,43,742,
#enroute,6.19047619,42,743,
Flickr,5.315789474,38,744,
rules,3.837209302,43,745,
Guatemala,4.604651163,43,746,
afford,6.046511628,43,747,
clearance,5.651162791,43,748,
Sudan,3.209302326,43,749,
Tonga,5.558823529,34,750,
Missouri,4.558139535,43,751,
mile,5.279069767,43,752,
good,7.25,40,754,
what's,4.461538462,39,755,
local,6.175,40,756,
stunning,7.65,40,757,
sites,6.025,40,758,
#scuba,5.95,40,759,
sale,6.2,40,760,
Maui,7.282051282,39,761,
honeymoon,7.275,40,762,
#startup,5,36,763,
lakes,6.975,40,764,
monastery,4.923076923,39,765,
Oregon,6.075,40,766,
industry,4.025,40,767,
haha,6.512820513,39,768,
Curacao,6,31,769,
Togo,5.566666667,30,770,
explosion,2.125,40,771,
stormy,3.25,40,772,
big,6.333333333,42,774,
avoid,2.595238095,42,775,
times,5.142857143,42,776,
#SouthAmerica,5.390243902,41,777,
cheapest,7.119047619,42,778,
#save,6.621621622,37,779,
survive,4.219512195,41,780,
kingdom,6.30952381,42,781,
quotes,5.642857143,42,782,
Nicaragua,4.476190476,42,783,
carry-on,5.595238095,42,784,
Vienna,6.80952381,42,785,
distance,5.476190476,42,786,
images,7,42,787,
men,5.12195122,41,788,
internet,6.642857143,42,789,
#solo,5.027027027,37,790,
Bosnia and Herzegovina,3.833333333,42,791,
Latvia,4.41025641,39,792,
Uruguay,4.738095238,42,793,
#Asia,6.317073171,41,795,
wine,6.829268293,41,796,
learned,6.341463415,41,797,
#deals,7.414634146,41,798,
heaven,7.414634146,41,799,
#guide,6.390243902,41,800,
united,5.853658537,41,801,
#book,6.195121951,41,802,
kind,7.707317073,41,803,
dead,1.390243902,41,804,
Patagonia,6.206896552,29,805,
#health,6.902439024,41,806,
based,5.27027027,37,807,
websites,6.073170732,41,808,
coastal,8.146341463,41,809,
Taj Mahal,6.804878049,41,810,
scared,2.268292683,41,811,
Burma,5.852941176,34,812,
platform,5.05,40,813,
ATM,5.048780488,41,814,
#travelblogger,5.475,40,816,
win,7.928571429,42,817,
morning,6.19047619,42,818,
Bali,7.048780488,41,819,
years,4.80952381,42,820,
#Cuba,5.219512195,41,821,
earth,7.19047619,42,822,
restaurants,8,42,823,
ice,4.857142857,42,824,
#traveler,6.414634146,41,825,
plane,5.404761905,42,826,
#tbt,5.696969697,33,827,
saving,6.595238095,42,828,
#amazing,7.642857143,42,829,
largest,5.902439024,41,830,
#follow,5.230769231,39,831,
lines,3,41,832,
transport,5.642857143,42,833,
turns,4.707317073,41,834,
gate,4.325,40,835,
road,6.325581395,43,837,
days,6.186046512,43,838,
town,6.488372093,43,839,
#blogger,4.372093023,43,840,
#France,6.674418605,43,841,
#travelskills,5.875,40,842,
adventures,7.88372093,43,843,
Norway,6.744186047,43,844,
famous,6.279069767,43,845,
#Chile,5.697674419,43,846,
planet,5.76744186,43,847,
fire,3,43,848,
eye,5.357142857,42,849,
options,6.953488372,43,850,
vacations,8,43,851,
Perth,5.939393939,33,852,
locations,6.744186047,43,853,
booked,5.511627907,43,854,
November,6.023255814,43,855,
vacation days,8,43,856,
trip,7.813953488,43,858,
home,6.720930233,43,859,
#hotels,6.744186047,43,860,
rock,5.255813953,43,861,
#traveltheworld,7.904761905,42,862,
#hostel,4,41,863,
didn't,3.069767442,43,864,
#york,5.418604651,43,865,
I'd,5.302325581,43,866,
excited,8.139534884,43,867,
Brussels,5.642857143,42,868,
:-),8.069767442,43,869,
#bargains,7.348837209,43,870,
calm,7.302325581,43,871,
retreat,7.302325581,43,872,
shows,6.604651163,43,873,
sports,5.697674419,43,874,
United Arab Emirates,4.139534884,43,875,
New Mexico,5.651162791,43,876,
weekend,7.674418605,43,878,
#luxurytravel,7.255813953,43,879,
snow,5.348837209,43,880,
staying,6.5,42,881,
hike,6.837209302,43,882,
eats,7.325581395,43,883,
route,5.744186047,43,884,
hard,2.953488372,43,885,
breathtaking,8.186046512,43,886,
hate,1.860465116,43,887,
totally,5.837209302,43,888,
Pacific,7.046511628,43,889,
apply,4.738095238,42,890,
Tuesday,4.860465116,43,891,
number,4.651162791,43,892,
Cairo,6.209302326,43,893,
simply,6.166666667,42,894,
fell,2.785714286,42,895,
violet,5.627906977,43,896,
students,4.674418605,43,897,
week,6.488372093,43,899,
train,6.511627907,43,900,
China,5.441860465,43,901,
natural,7.441860465,43,902,
#Istanbul,5.023809524,42,903,
#winter,4.534883721,43,904,
gold,6.87804878,41,905,
international,7.093023256,43,906,
church,4.697674419,43,907,
gifts,7.139534884,43,908,
#Museums,7.023255814,43,909,
photographers,6.488372093,43,910,
culinary,7.534883721,43,911,
skyline,7.404761905,42,912,
parents,6.395348837,43,913,
broken,1.790697674,43,914,
Central African Republic,3.930232558,43,915,
subway,5.372093023,43,916,
senior citizens,5,42,917,
Kentucky,5.23255814,43,918,
#traveltuesday,5.485714286,35,920,
find,5.975,40,921,
people,5.658536585,41,922,
ultimate,7,40,923,
#Spain,6.414634146,41,924,
EUR,6.15625,32,925,
can't,2.45,40,926,
Friday,7.536585366,41,927,
guys,5,40,928,
#streetart,6.257142857,35,929,
shopping,6.317073171,41,930,
#Disney,6.609756098,41,931,
clouds,6,41,932,
Australia's,6.731707317,41,933,
snowy,4.512195122,41,934,
#Slovenia,4.971428571,35,935,
square,4.804878049,41,936,
#Oceania,6.175,40,937,
Solomon Islands,6.028571429,35,938,
parking,3.75,40,939,
#tourism,6.56097561,41,941,
world's,6.463414634,41,942,
#inspiration,7.214285714,42,943,
#free,7.404761905,42,944,
pic,6.380952381,42,945,
English,7.333333333,42,946,
Airbnb,5.707317073,41,947,
autumn,7.642857143,42,948,
#facts,5.425,40,949,
backpackers,6.19047619,42,950,
hacks,3.902439024,41,951,
Phuket,6,26,952,
Maldives,6.121212121,33,953,
saint,5.761904762,42,954,
Austria,6.55,40,955,
Kyrgyzstan,3.433333333,30,956,
Micronesia,5,27,957,
Palau,5.782608696,23,958,
Rwanda,3.157894737,38,959,
purchase,5.666666667,42,960,
#NYC,6.666666667,39,962,
@Pinterest,5.631578947,38,963,
worth,6.512820513,39,964,
#Prague,6.324324324,37,965,
give,6.179487179,39,966,
England,6.923076923,39,967,
tree,7.026315789,38,968,
#US,7.179487179,39,969,
scenic,7.897435897,39,970,
comment,5.153846154,39,971,
bag,5.461538462,39,972,
#getaway,7.461538462,39,973,
memorable,7.897435897,39,974,
product,4.897435897,39,975,
Taipei,6.161290323,31,976,
#landscapes,7.512820513,39,977,
fab,5.972222222,36,978,
pm,5.710526316,38,979,
missing luggage,1.666666667,39,980,
August,6.641025641,39,981,
popular,6.30952381,42,983,
hidden,6.642857143,42,984,
east,6.261904762,42,985,
that's,5.365853659,41,986,
#girlstravel,5.974358974,39,987,
June,7.071428571,42,988,
war,1.380952381,42,989,
private,7,42,990,
posts,5.219512195,41,991,
#Mongolia,5.641025641,39,992,
Vancouver,6.585365854,41,993,
create,6.595238095,42,994,
#gapyear,5.115384615,26,995,
Florida,6.619047619,42,996,
#StJohn,6.470588235,34,997,
Bangalore,5,34,998,
sanctuary,6.5,42,999,
yellow,6.047619048,42,1000,
Sierra Leone,4.108108108,37,1001,
South Dakota,5.476190476,42,1002,
